shp1,shp1,shp1,shp1,shp1,shp3,shp3,shp3,shp3,shp3,shp5,shp5,shp5,shp5,shp5
shape,p_avg,p_std,p_srs,HSI,shape,p_avg,p_std,p_srs,HSI,shape,p_avg,p_std,p_srs,HSI
21122.0,-1.9509142491591835e-05,0.00031997658275569534,-0.06097053204198764,0.0,23232,-0.00017115071701502468,0.0019459884555820396,-0.08795053049985026,0.0,33332.0,-0.0006075677468481241,0.006444013322934497,-0.09428406125197888,0.0
23233.0,-1.416342201772107e-05,0.00025754206559673625,-0.054994596649303874,0.031921926013508115,32233,-6.628432573948617e-05,0.0009425716598038098,-0.07032285031069449,0.08711033871796578,22332.0,-0.00038293578082654014,0.00470236132295971,-0.08143478446813968,0.06147053556058389
31322.0,-9.607130937751565e-05,0.0020857578149881925,-0.046060625393394256,0.07964492679880902,12322,-0.00019128770613864465,0.003038489491272151,-0.06295486842659988,0.12352054078109137,13331.0,-0.00027941826179326613,0.004262285943466922,-0.06555596351332278,0.13743431504666762
12221.0,-0.00013068285865361145,0.002927996036887968,-0.0446321842677452,0.08727529575886286,12232,-4.792498854778166e-05,0.000773813061279222,-0.061933548224883804,0.1285675774731752,33122.0,-8.894380072561684e-05,0.001407728615687428,-0.06318249109554644,0.14878893236197716
11213.0,-1.8992246934337887e-05,0.0004255280633456071,-0.0446321842677452,0.08727529575886286,32211,-3.478372299417869e-05,0.0005630936374860428,-0.061772537778036714,0.12936323943274544,22232.0,-0.00026413688630346334,0.004265012739072213,-0.06193108965037282,0.154775597473967
33132.0,-3.6131862154474507e-06,8.095472526668675e-05,-0.04463218426774519,0.0872752957588629,33312,-2.7711817458087413e-05,0.0004735498550852642,-0.05851932412290108,0.1454395773501483,11311.0,-0.0003493608594245805,0.00570276826851973,-0.06126162645484177,0.15797828832261862
32211.0,-7.692581088280558e-05,0.0017235502170660818,-0.044632184267745185,0.08727529575886293,32332,-0.00013845801583166174,0.00243697230208168,-0.05681558863569761,0.15385889139394482,33113.0,-8.171651963267882e-05,0.0014108752931731462,-0.057919023763534264,0.17396919435239197
21231.0,-6.892013129555422e-05,0.001544180111869664,-0.044632184267745185,0.08727529575886293,22232,-6.955302277610257e-05,0.001296786990767501,-0.053634886277612745,0.16957690175042128,32122.0,-0.00019963433989405913,0.003958270133402087,-0.05043474375572132,0.2097737542591614
21111.0,-2.1121517581200175e-05,0.0004732351312786698,-0.044632184267745185,0.08727529575886293,33331,-0.0001363346787262634,0.0025632361955180566,-0.05318849623169774,0.17178281810939322,31321.0,-4.052492175634143e-05,0.0008325501348134446,-0.04867565334719708,0.2181891873866874
32231.0,-7.962942558687925e-05,0.001784125668356005,-0.044632184267745185,0.08727529575886293,21232,-0.0001407922348756676,0.0027104545878173496,-0.05194414084946669,0.177932023090906,32232.0,-0.00015823308226933902,0.0032788455801476928,-0.048258778402797346,0.22018350399493966
13332.0,-1.96383426210729e-06,4.400040675415733e-05,-0.044632184267745185,0.08727529575886293,33322,-0.00020716941280119676,0.004341407484970902,-0.04771941208430134,0.19880927691988598,33132.0,-0.00010458268305160838,0.002314121925821328,-0.045193246684480506,0.23484891121380333
31323.0,-3.435232668205157e-05,0.0007696761259985506,-0.04463218426774518,0.08727529575886298,22112,-1.8992246934337887e-05,0.0004255280633456071,-0.0446321842677452,0.21406536608839563,13211.0,-1.2400585897752154e-05,0.00027783954787787105,-0.04463218426774519,0.2375330161498113
23313.0,-1.1166939380253958e-07,2.5019925785536986e-06,-0.04463218426774518,0.08727529575886298,31211,-1.2400585897752154e-05,0.00027783954787787105,-0.04463218426774519,0.21406536608839566,21221.0,-0.00012484333866252887,0.0027971595096848247,-0.044632184267745185,0.23753301614981134
23132.0,-4.962226912650318e-05,0.0011118046302377419,-0.04463218426774517,0.08727529575886302,11222,-5.5606648033063614e-05,0.001245886773084719,-0.04463218426774519,0.21406536608839566,33231.0,-3.0048544542188137e-05,0.0006732483528462136,-0.044632184267745185,0.23753301614981134
12132.0,-2.252837726728124e-05,0.0005047563240941822,-0.044632184267745165,0.08727529575886304,23323,-3.4240978477868456e-05,0.0007671813297879249,-0.04463218426774519,0.21406536608839566,31332.0,-3.238786784670285e-05,0.0007256617254582571,-0.044632184267745185,0.23753301614981134
13323.0,-1.0558346845960588e-05,0.00023656352515982295,-0.044632184267745165,0.08727529575886304,13232,-3.1869140243800374e-06,7.140394485875876e-05,-0.044632184267745185,0.2140653660883957,33112.0,-5.116882709419255e-05,0.0011464558128554618,-0.04463218426774518,0.23753301614981137
32313.0,-2.342694224648907e-05,0.0005248889927939126,-0.044632184267745165,0.08727529575886304,33311,-6.892013129555422e-05,0.001544180111869664,-0.044632184267745185,0.2140653660883957,33123.0,-1.7856782025932234e-05,0.0004000875672768045,-0.04463218426774518,0.23753301614981137
21232.0,-3.187089975069628e-05,0.0007538420581298895,-0.04227795385914223,0.09985099545839135,21331,-7.216811511389181e-05,0.0016169523472335703,-0.044632184267745185,0.2140653660883957,13133.0,-3.8049675698666576e-05,0.0008525165488296378,-0.04463218426774518,0.23753301614981137
32212.0,-0.0001496747065868953,0.0038771560483793605,-0.03860425134280032,0.11947497935652361,13312,-0.00012484333866252887,0.0027971595096848247,-0.044632184267745185,0.2140653660883957,21321.0,-0.00018282064517263514,0.004096161731093142,-0.04463218426774517,0.2375330161498114
