shp1,shp1,shp1,shp1,shp1,shp3,shp3,shp3,shp3,shp3,shp5,shp5,shp5,shp5,shp5
shape,p_avg,p_std,p_srs,HSI,shape,p_avg,p_std,p_srs,HSI,shape,p_avg,p_std,p_srs,HSI
11122.0,-0.00039074738894129805,0.006393565503993035,-0.06111572466056081,0.0,22211,-0.0004061961404092038,0.005178421522137378,-0.07844014603151647,0.0,22221.0,-0.0004372016880998582,0.004774191492467849,-0.09157606869972078,0.0
12211.0,-0.0004081875526706667,0.006804349095463317,-0.059989213801922465,0.00849763632436174,21111,-0.0004510277948972825,0.005785092736820459,-0.07796379685093373,0.0027775842541314004,33222.0,-0.0002702778434076388,0.0030471166521738834,-0.08869953935462771,0.014366764204712936
21222.0,-0.0003324193542535728,0.006105160096210277,-0.05444891682036629,0.05028989115902006,33222,-0.0004197071261663365,0.006660842137635833,-0.06301112043999069,0.08996639500289483,22111.0,-0.0003830486663938249,0.004914773512856602,-0.07793821330561915,0.06811397667097024
22333.0,-8.737008617326439e-05,0.0017300167374926145,-0.050502451380842424,0.08005935837238713,11322,-0.00013857910455925064,0.0022089122444775757,-0.06273635582658724,0.09156854295421131,32232.0,-0.0001903811198680429,0.0025288297973539873,-0.07528427578133018,0.08136901079413703
11221.0,-0.00023436675130446735,0.0046529285709432325,-0.0503697290278748,0.08106052607439727,32322,-0.00021424546132290564,0.0034667886703876522,-0.06179940045175842,0.097031914367519,33221.0,-0.0002626593401645546,0.00364258647032998,-0.07210792174846035,0.09723324298032156
21121.0,-0.0003178877728775665,0.006622132962826639,-0.048003834212032644,0.09890723706928331,32121,-8.163067342608261e-05,0.0013245044239147278,-0.061631106663134885,0.09801323268694381,33321.0,-0.0004607712207323388,0.006450039483247804,-0.07143696126652631,0.10058434073674481
22112.0,-0.0003690544362619527,0.008059906365474658,-0.045788923534252325,0.11561502580154014,12121,-0.0001788237932949104,0.002955076561791367,-0.06051409821561694,0.10452649061206931,31222.0,-0.00026479969231418463,0.0037220606968436294,-0.07114330310054838,0.1020510101571664
12221.0,-0.0001960103286783094,0.004371212451602923,-0.044841180987767466,0.12276415483779947,22221,-0.0003776051523333373,0.006271500504698032,-0.06020969814966454,0.10630144240082147,32332.0,-0.0003180093898620248,0.004493683545694565,-0.07076808738940066,0.10392501699014331
12223.0,-0.00012150360072478156,0.0028158597821621874,-0.043149734050849556,0.13552328700387337,23211,-0.00047926072341858156,0.008254822058301534,-0.058058274307270966,0.11884635951663299,12111.0,-0.0003059690312312698,0.004456808281268801,-0.06865205140575713,0.11449351338930339
12313.0,-9.018587236491727e-05,0.0020923746074421328,-0.04310216346735678,0.1358821273249937,32222,-0.0002841218788963952,0.005101491961753744,-0.05569387956042616,0.13263310648101947,22211.0,-0.0004893093042897579,0.007202839533275549,-0.0679328342703257,0.11808562796806081
23132.0,-9.493944252144408e-05,0.002244065564854194,-0.042306893349443056,0.14188110744120103,21121,-0.00015479267999464263,0.002834806811902199,-0.054604313544306164,0.13898634803904894,11111.0,-0.0002806199706419741,0.004400275228952731,-0.06377327690676336,0.13886044813119183
