shp1,shp1,shp1,shp1,shp1,shp3,shp3,shp3,shp3,shp3,shp5,shp5,shp5,shp5,shp5
shape,p_avg,p_std,p_srs,HSI,shape,p_avg,p_std,p_srs,HSI,shape,p_avg,p_std,p_srs,HSI
12221.0,-3.32611162471105e-05,0.0004755269083007252,-0.06994581308966859,0.0,33223,-0.00010289281080101857,0.0012861703483672388,-0.0799993647277271,0.0,12221.0,-0.0003342529012189845,0.004719071650705367,-0.07083022381510634,0.0
22223.0,-0.00024823772740326637,0.004802163696601354,-0.0516928915977921,0.11946607035210818,21211,-0.0003549404953425377,0.00478222470886163,-0.07422078989404671,0.03396222070282915,23331.0,-0.00038990271056576814,0.005619556871635284,-0.0693831772632825,0.00835709399702696
21213.0,-7.191569744210467e-05,0.0013995191060226532,-0.051386006187857367,0.12147464711553835,32221,-0.0001855223128827918,0.00281400808700481,-0.06592813778309327,0.0827003420061068,33311.0,-0.0006374803090551099,0.009665021243334052,-0.06595746589742665,0.02814152446683955
22333.0,-4.2255561244070886e-05,0.0008337070714508956,-0.050683942467386986,0.1260696810589378,12111,-0.00014287398337465591,0.002293016818056585,-0.06230830155696233,0.10397508194776396,22321.0,-0.0003721925758033932,0.005801511358016622,-0.0641544164675454,0.03855463353220559
12132.0,-8.618148119227749e-05,0.0017229056825449282,-0.05002100931316079,0.13040860394735207,32121,-0.00046917994466648123,0.008040125020475249,-0.05835480710457264,0.1272108199980667,33221.0,-0.0001145117073501725,0.0017962536069449037,-0.06375030057416882,0.040888514568986296
13112.0,-3.105982332433341e-05,0.0006274336251441364,-0.04950296267146701,0.13379923906128743,33121,-7.391094784186453e-05,0.0012793971105895601,-0.05777013816125125,0.13064707482952384,33111.0,-0.00021904616090197496,0.0035088488149246414,-0.06242678794545879,0.04853216599847287
32121.0,-2.9541971315050595e-05,0.0006006991147227327,-0.04917931555248988,0.1359175218524662,12321,-3.086453134608109e-05,0.00056777149530666,-0.05436083283718003,0.15068446868389943,23221.0,-0.00022645719430136992,0.0036363817253755133,-0.06227541864516016,0.04940636556673518
32112.0,-0.00018003145097936462,0.0037596469737420923,-0.04788520098741446,0.14438755125262523,12331,-3.296565416346498e-05,0.0006104947551384095,-0.053998259421559,0.15281540904838672,13222.0,-5.609864370793569e-05,0.0009435685713836185,-0.05945370099141226,0.06570256532321145
23211.0,-6.048622005083087e-05,0.001323705440646659,-0.0456946222274965,0.15872497314756207,33222,-7.523188900683525e-05,0.0014055322872625993,-0.0535255502051512,0.15559364679696291,33212.0,-7.650068719638027e-05,0.0013541195868068496,-0.056494779295510084,0.08279115636496474
22221.0,-0.00026438154900228737,0.005790125120713636,-0.04566076613033575,0.1589465626003548,22211,-0.00013397537294791654,0.002536825601719599,-0.05281221257665514,0.15978612170157291,32221.0,-0.00024124553731644385,0.004398704541289302,-0.05484467871209474,0.0923209435461513
